session_code,segment,round,group,label,contribution,made_promise,genuine_guilt,false_promise,blame_shifting,manipulation,self_justification,deflection_collective,duping_delight,performative_frustration,no_guilt,gpt_reasoning,gpt_raw_response,messages
irrzlgk2,supergame5,5,4,P,0.0,False,False,False,False,False,False,False,False,False,True,"""yippee again"" does not contain a promise, apology, blame, justification, manipulation, or collective framing. It reads as a neutral/possibly upbeat remark without clear deceptive content on its own.","{""categories"": [""no_guilt""], ""reasoning"": ""\""yippee again\"" does not contain a promise, apology, blame, justification, manipulation, or collective framing. It reads as a neutral/possibly upbeat remark without clear deceptive content on its own.""}","[""yippee again""]"
6uv359rf,supergame1,3,2,K,15.0,False,False,False,False,False,False,True,False,False,False,"The message uses collective 'we' framing about group contributions and earnings, emphasizing what everyone should do rather than making a direct personal commitment. It does not contain a specific false promise, apology, blame, or justification.","{""categories"": [""deflection_collective""], ""reasoning"": ""The message uses collective 'we' framing about group contributions and earnings, emphasizing what everyone should do rather than making a direct personal commitment. It does not contain a specific false promise, apology, blame, or justification.""}","[""the more we put in the group the more we can each make""]"
6uv359rf,supergame5,3,3,C,0.0,False,False,True,False,True,False,True,False,False,False,"The player urged the group to contribute fully ('let do 25 each') despite contributing 0, which is a false_promise. The messages pressure others' behavior through moral framing ('lets not be greedy') and directing a coordinated action, which indicates manipulation. The use of collective language ('lets', 'each') shifts focus to group action rather than personal responsibility, fitting deflection_collective.","{""categories"": [""false_promise"", ""manipulation"", ""deflection_collective""], ""reasoning"": ""The player urged the group to contribute fully ('let do 25 each') despite contributing 0, which is a false_promise. The messages pressure others' behavior through moral framing ('lets not be greedy') and directing a coordinated action, which indicates manipulation. The use of collective language ('lets', 'each') shifts focus to group action rather than personal responsibility, fitting deflection_collective.""}","[""lets not be greedy"", ""let do 25 each""]"
6uv359rf,supergame5,4,3,C,25.0,False,False,False,False,False,False,False,False,False,True,"The message 'come on man' is a mild expression of frustration, but there is no apology, false promise, blame, manipulation, justification, or deceptive enjoyment. Since the player actually contributed 25/25, it is not hypocritical or performative.","{""categories"": [""no_guilt""], ""reasoning"": ""The message 'come on man' is a mild expression of frustration, but there is no apology, false promise, blame, manipulation, justification, or deceptive enjoyment. Since the player actually contributed 25/25, it is not hypocritical or performative.""}","[""come on man""]"
6uv359rf,supergame5,5,3,C,0.0,True,False,True,False,True,False,False,False,False,False,"The player explicitly said ""25"" but actually contributed 0, which is a false_promise. The messages ""what we doing"" and especially ""lets do 2"" attempt to coordinate/direct others' behavior, which fits manipulation.","{""categories"": [""false_promise"", ""manipulation""], ""reasoning"": ""The player explicitly said \""25\"" but actually contributed 0, which is a false_promise. The messages \""what we doing\"" and especially \""lets do 2\"" attempt to coordinate/direct others' behavior, which fits manipulation.""}","[""what we doing"", ""lets do 2"", ""25""]"
6uv359rf,supergame5,5,3,N,25.0,True,False,False,False,False,False,True,False,False,False,"The messages use group-focused framing ('teamwork', 'all in') to encourage collective contribution, but there is no lie here since the player actually contributed 25/25. There is no apology, blame, justification, delight in deception, or frustration.","{""categories"": [""deflection_collective""], ""reasoning"": ""The messages use group-focused framing ('teamwork', 'all in') to encourage collective contribution, but there is no lie here since the player actually contributed 25/25. There is no apology, blame, justification, delight in deception, or frustration.""}","[""Still got time for teamwork"", ""Ok guys all in""]"
umbzdj98,supergame1,3,1,N,25.0,True,False,True,True,False,True,False,False,False,False,"""look i gotta recover my losses"" rationalizes earlier undercontribution, ""I will do 25 from now on"" is a promise to contribute fully despite prior lying/defection context, and ""says the guy with the most"" shifts blame or criticism onto another player.","{""categories"": [""self_justification"", ""false_promise"", ""blame_shifting""], ""reasoning"": ""\""look i gotta recover my losses\"" rationalizes earlier undercontribution, \""I will do 25 from now on\"" is a promise to contribute fully despite prior lying/defection context, and \""says the guy with the most\"" shifts blame or criticism onto another player.""}","[""look i gotta recover my losses"", ""I will do 25 from now on"", ""says the guy with the most""]"
umbzdj98,supergame2,3,3,J,0.0,False,True,False,False,False,True,False,False,False,False,"The message includes a direct apology-like statement ('My fault yall'), indicating remorse, and also excuses the defection by saying they thought others were lying, which serves as a justification for contributing 0.","{""categories"": [""genuine_guilt"", ""self_justification""], ""reasoning"": ""The message includes a direct apology-like statement ('My fault yall'), indicating remorse, and also excuses the defection by saying they thought others were lying, which serves as a justification for contributing 0.""}","[""I thought yall were lying. My fault yall""]"
umbzdj98,supergame2,4,3,J,0.0,False,True,False,False,False,True,False,False,False,False,"""just trolling"" rationalizes the defection as a joke/excuse, while ""my fault"" is a direct acknowledgment of wrongdoing that reads as a brief apology/remorse. There is no explicit false promise in this message itself.","{""categories"": [""self_justification"", ""genuine_guilt""], ""reasoning"": ""\""just trolling\"" rationalizes the defection as a joke/excuse, while \""my fault\"" is a direct acknowledgment of wrongdoing that reads as a brief apology/remorse. There is no explicit false promise in this message itself.""}","[""just trolling my fault""]"
umbzdj98,supergame2,4,4,K,25.0,True,False,False,False,False,False,False,False,False,True,"The only message is a neutral symbol string ('^^^') with no apology, promise, blame, manipulation, justification, collective framing, amusement, or frustration. The player also contributed 25/25, so there is no evidence of deceptive or guilt-related behavior in the chat.","{""categories"": [""no_guilt""], ""reasoning"": ""The only message is a neutral symbol string ('^^^') with no apology, promise, blame, manipulation, justification, collective framing, amusement, or frustration. The player also contributed 25/25, so there is no evidence of deceptive or guilt-related behavior in the chat.""}","[""^^^""]"
umbzdj98,supergame4,5,4,N,0.0,False,False,True,False,True,False,False,False,False,False,"The message 'hey but 25 this time bro' urges/conveys agreement to contribute 25 despite the player actually contributing 0, so it is a false_promise. It also pressures/directs another player’s behavior ('this time bro'), which fits manipulation. The earlier messages support strategic coordination around payoff logic but do not show guilt.","{""categories"": [""false_promise"", ""manipulation""], ""reasoning"": ""The message 'hey but 25 this time bro' urges/conveys agreement to contribute 25 despite the player actually contributing 0, so it is a false_promise. It also pressures/directs another player’s behavior ('this time bro'), which fits manipulation. The earlier messages support strategic coordination around payoff logic but do not show guilt.""}","[""player Q gets it"", ""ikr"", ""45 bigger than 40 fr"", ""hey but 25 this time bro""]"
umbzdj98,supergame4,6,4,N,0.0,False,False,True,False,True,False,True,False,False,False,"""jsut do 25 for fun"" urges everyone to contribute the maximum, using group-directed pressure and collective framing; since the player actually contributed 0, this also functions as a false promise/implied agreement to contribute.","{""categories"": [""false_promise"", ""manipulation"", ""deflection_collective""], ""reasoning"": ""\""jsut do 25 for fun\"" urges everyone to contribute the maximum, using group-directed pressure and collective framing; since the player actually contributed 0, this also functions as a false promise/implied agreement to contribute.""}","[""this is our longest segment so we're not even going to get paid fr"", ""jsut do 25 for fun""]"
umbzdj98,supergame4,6,4,Q,5.0,False,True,False,False,False,False,False,True,False,False,"""Sorry P"" is a direct apology suggesting remorse, while ""lmao"" alongside admitting awareness (""I know smh"") shows amusement/casual enjoyment in the deceptive situation. There is no explicit false promise in these specific messages.","{""categories"": [""genuine_guilt"", ""duping_delight""], ""reasoning"": ""\""Sorry P\"" is a direct apology suggesting remorse, while \""lmao\"" alongside admitting awareness (\""I know smh\"") shows amusement/casual enjoyment in the deceptive situation. There is no explicit false promise in these specific messages.""}","[""Sorry P"", ""lmao"", ""I know smh""]"
umbzdj98,supergame4,7,2,E,0.0,False,False,False,True,False,True,False,False,True,False,"The player tells others to 'keep your money' and frames the outcome as caused by others, while expressing frustration ('And you went and Jada Smithed me') despite contributing 0 themselves, which fits blame_shifting and performative_frustration. 'This is the point of this experiment' serves as a rationalization for the behavior, fitting self_justification. There is no explicit false promise in these messages themselves.","{""categories"": [""blame_shifting"", ""self_justification"", ""performative_frustration""], ""reasoning"": ""The player tells others to 'keep your money' and frames the outcome as caused by others, while expressing frustration ('And you went and Jada Smithed me') despite contributing 0 themselves, which fits blame_shifting and performative_frustration. 'This is the point of this experiment' serves as a rationalization for the behavior, fitting self_justification. There is no explicit false promise in these messages themselves.""}","[""F keep your money"", ""This is the point of this experiment "", ""I trusted me "", ""And you went and Jada Smithed me""]"
umbzdj98,supergame4,7,4,N,25.0,False,False,False,False,True,False,True,False,False,False,"The player did not lie about contributing and actually gave 25, so false_promise does not apply. 'p you gotta chill out' directs another player's behavior, and 'its better just to go all in everyone' pressures the group toward a contribution strategy using collective framing ('everyone'), which fits manipulation and deflection_collective.","{""categories"": [""manipulation"", ""deflection_collective""], ""reasoning"": ""The player did not lie about contributing and actually gave 25, so false_promise does not apply. 'p you gotta chill out' directs another player's behavior, and 'its better just to go all in everyone' pressures the group toward a contribution strategy using collective framing ('everyone'), which fits manipulation and deflection_collective.""}","[""p you gotta chill out"", ""ok but look im getting less than 40 so its better just to go all in everyone""]"
umbzdj98,supergame4,7,4,Q,5.0,False,False,False,False,True,True,False,False,False,False,"""I gave 5 as a show of good faith"" rationalizes the low contribution as principled or symbolic, which is self-justification. ""can we at least try to rebuild and y'all match me"" pressures others to follow the speaker's level and directs group behavior, which is manipulation. There is no clear apology, false claim of contributing more, or blame-shifting.","{""categories"": [""self_justification"", ""manipulation""], ""reasoning"": ""\""I gave 5 as a show of good faith\"" rationalizes the low contribution as principled or symbolic, which is self-justification. \""can we at least try to rebuild and y'all match me\"" pressures others to follow the speaker's level and directs group behavior, which is manipulation. There is no clear apology, false claim of contributing more, or blame-shifting.""}","[""I gave 5 as a show of good faith"", ""can we at least try to rebuild and y'all match me""]"
umbzdj98,supergame5,3,3,N,25.0,True,False,False,False,False,False,False,False,False,True,"The messages do not show guilt, blame, manipulation, or justification for defection. 'i got 25s trust' matches the player's actual contribution of 25, so it is not a false promise. The other messages are mild surprise and context about prior groups, without deceptive or guilt-related content.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages do not show guilt, blame, manipulation, or justification for defection. 'i got 25s trust' matches the player's actual contribution of 25, so it is not a false promise. The other messages are mild surprise and context about prior groups, without deceptive or guilt-related content.""}","[""oh shoot"", ""I didn't think yall would tbh"", ""my last group was crazy'"", ""i got 25s trust""]"
umbzdj98,supergame5,4,3,N,0.0,True,False,True,False,False,False,True,False,False,False,"The player says ""cheeky 24"" and ""i do,"" indicating they will contribute despite actually giving 0, which is a false promise. The message ""does it work is everyone does it"" uses everyone/group framing, shifting focus to collective action rather than personal responsibility, fitting deflection_collective.","{""categories"": [""false_promise"", ""deflection_collective""], ""reasoning"": ""The player says \""cheeky 24\"" and \""i do,\"" indicating they will contribute despite actually giving 0, which is a false promise. The message \""does it work is everyone does it\"" uses everyone/group framing, shifting focus to collective action rather than personal responsibility, fitting deflection_collective.""}","[""cheeky 24"", ""does it work is everyone does it"", ""only 2 ok"", ""i do""]"
umbzdj98,supergame5,5,3,N,0.0,True,True,True,False,False,True,False,False,False,False,"""ok my bad"" is a direct apology suggesting remorse, ""ill go all in"" is a promise to contribute fully that was not kept since they contributed 0, and ""it misclicked"" is an excuse/rationalization for the low contribution.","{""categories"": [""genuine_guilt"", ""false_promise"", ""self_justification""], ""reasoning"": ""\""ok my bad\"" is a direct apology suggesting remorse, \""ill go all in\"" is a promise to contribute fully that was not kept since they contributed 0, and \""it misclicked\"" is an excuse/rationalization for the low contribution.""}","[""that's crazy"", ""it misclicked"", ""H is not on my level"", ""ok my bad ill go all in""]"
j3ki5tli,supergame2,3,3,P,20.0,True,False,True,False,False,False,True,False,False,False,"""I'll do 25 again if you guys will"" promises a full 25 contribution that the player did not actually make (they gave 20), so it is a false_promise. The phrasing also uses conditional group framing (""if you guys will""), shifting focus to collective action rather than solely their own behavior, which fits deflection_collective.","{""categories"": [""false_promise"", ""deflection_collective""], ""reasoning"": ""\""I'll do 25 again if you guys will\"" promises a full 25 contribution that the player did not actually make (they gave 20), so it is a false_promise. The phrasing also uses conditional group framing (\""if you guys will\""), shifting focus to collective action rather than solely their own behavior, which fits deflection_collective.""}","[""me either"", ""I'll do 25 again if you guys will""]"
j3ki5tli,supergame2,4,3,P,25.0,False,False,False,False,False,False,False,False,False,True,"The message 'five short...' does not contain a promise, apology, blame, manipulation, justification, collective deflection, amusement, or performative frustration. It appears neutral/observational.","{""categories"": [""no_guilt""], ""reasoning"": ""The message 'five short...' does not contain a promise, apology, blame, manipulation, justification, collective deflection, amusement, or performative frustration. It appears neutral/observational.""}","[""five short...""]"
j3ki5tli,supergame3,3,1,P,25.0,False,False,False,False,True,False,False,False,False,False,"""lock in do 25"" directs others' behavior through social pressure to contribute fully. There is no false promise here since the player actually contributed 25, and no other deceptive or guilt-related cues are present.","{""categories"": [""manipulation""], ""reasoning"": ""\""lock in do 25\"" directs others' behavior through social pressure to contribute fully. There is no false promise here since the player actually contributed 25, and no other deceptive or guilt-related cues are present.""}","[""bruh"", ""lock in do 25""]"
j3ki5tli,supergame4,6,1,D,25.0,False,False,False,False,False,False,False,False,False,True,"The messages are minimal and do not contain an apology, promise, blame, manipulation, justification, collective deflection, delight in deception, or performative frustration. Since the player actually contributed 25/25, there is no false promise here.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages are minimal and do not contain an apology, promise, blame, manipulation, justification, collective deflection, delight in deception, or performative frustration. Since the player actually contributed 25/25, there is no false promise here.""}","[""its not that difficult"", ""^^""]"
j3ki5tli,supergame4,7,1,D,25.0,False,False,False,False,False,False,False,False,False,True,"The message 'so close' does not contain a promise, apology, blame, manipulation, justification, collective deflection, delight in deception, or performative frustration. It is neutral commentary.","{""categories"": [""no_guilt""], ""reasoning"": ""The message 'so close' does not contain a promise, apology, blame, manipulation, justification, collective deflection, delight in deception, or performative frustration. It is neutral commentary.""}","[""so close""]"
j3ki5tli,supergame5,3,4,P,25.0,False,False,False,False,False,False,True,False,False,False,"The player urges the group collectively to contribute ('lets make some money put 25 in'), using team-oriented framing. There is no false promise here because they actually contributed 25, and no other deceptive, guilty, or manipulative cues are present.","{""categories"": [""deflection_collective""], ""reasoning"": ""The player urges the group collectively to contribute ('lets make some money put 25 in'), using team-oriented framing. There is no false promise here because they actually contributed 25, and no other deceptive, guilty, or manipulative cues are present.""}","[""so close"", ""lets make some money put 25 in""]"
j3ki5tli,supergame5,4,4,P,25.0,True,False,False,False,False,False,False,False,False,True,"The messages are supportive and indicate contributing 25 ('25 againnnnn'), and the actual contribution was indeed 25, so there is no false promise, guilt, manipulation, or other deceptive behavior evident.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages are supportive and indicate contributing 25 ('25 againnnnn'), and the actual contribution was indeed 25, so there is no false promise, guilt, manipulation, or other deceptive behavior evident.""}","[""lets go"", ""25 againnnnn""]"
j3ki5tli,supergame5,5,4,P,25.0,False,False,False,False,False,False,False,False,False,True,"The message is neutral and does not contain a promise, apology, blame, manipulation, justification, collective deflection, or signs of delight in deception.","{""categories"": [""no_guilt""], ""reasoning"": ""The message is neutral and does not contain a promise, apology, blame, manipulation, justification, collective deflection, or signs of delight in deception.""}","[""hoping for a lot of rounds""]"
r5dj4yfl,supergame1,3,3,G,15.0,False,False,False,False,False,False,False,False,False,True,"The message is a neutral coordination question about contribution levels and does not contain a promise to contribute more, apology, blame, manipulation, justification, or emotional performance.","{""categories"": [""no_guilt""], ""reasoning"": ""The message is a neutral coordination question about contribution levels and does not contain a promise to contribute more, apology, blame, manipulation, justification, or emotional performance.""}","[""15 again or a diff number?""]"
r5dj4yfl,supergame1,3,3,L,15.0,True,False,False,False,False,False,False,False,False,True,"The message simply states their intended contribution amount ('im good with 15') and matches their actual contribution of 15. It contains no false promise, apology, blame, manipulation, justification, collective deflection, amusement, or performative frustration.","{""categories"": [""no_guilt""], ""reasoning"": ""The message simply states their intended contribution amount ('im good with 15') and matches their actual contribution of 15. It contains no false promise, apology, blame, manipulation, justification, collective deflection, amusement, or performative frustration.""}","[""im good with 15""]"
r5dj4yfl,supergame1,3,3,Q,15.0,True,False,False,False,False,False,False,False,False,True,"The message truthfully states the player's intended contribution ('15 for now'), which matches the actual contribution of 15. It does not contain an apology, false promise, blame, manipulation, justification, collective deflection, amusement, or performative frustration.","{""categories"": [""no_guilt""], ""reasoning"": ""The message truthfully states the player's intended contribution ('15 for now'), which matches the actual contribution of 15. It does not contain an apology, false promise, blame, manipulation, justification, collective deflection, amusement, or performative frustration.""}","[""15 for now""]"
r5dj4yfl,supergame1,3,4,H,25.0,True,False,False,False,False,False,False,False,False,True,"The message is just 'yea' with no clear deception, pressure, blame, justification, guilt, or frustration. Since the actual contribution was 25/25, there is also no false promise here.","{""categories"": [""no_guilt""], ""reasoning"": ""The message is just 'yea' with no clear deception, pressure, blame, justification, guilt, or frustration. Since the actual contribution was 25/25, there is also no false promise here.""}","[""yea""]"
r5dj4yfl,supergame3,3,4,D,25.0,True,True,False,False,False,True,False,False,False,False,"""sorry yall"" shows apology/remorse, and ""i thought q wasnt joining"" provides an excuse/rationalization for prior behavior. ""ill do 25 next time"" is not a false promise here because the actual contribution was 25/25.","{""categories"": [""genuine_guilt"", ""self_justification""], ""reasoning"": ""\""sorry yall\"" shows apology/remorse, and \""i thought q wasnt joining\"" provides an excuse/rationalization for prior behavior. \""ill do 25 next time\"" is not a false promise here because the actual contribution was 25/25.""}","[""sorry yall "", ""i thought q wasnt joining "", ""ill do 25 next time ""]"
r5dj4yfl,supergame4,6,1,A,0.0,True,False,False,False,False,True,False,False,False,False,"""just following my president"" excuses the player's own 0 contribution by shifting it to obedience/following another authority, which is a rationalization. The other message is off-topic and does not add another category.","{""categories"": [""self_justification""], ""reasoning"": ""\""just following my president\"" excuses the player's own 0 contribution by shifting it to obedience/following another authority, which is a rationalization. The other message is off-topic and does not add another category.""}","[""Faze Rug"", ""just following my president""]"
r5dj4yfl,supergame4,7,1,A,0.0,False,False,False,False,False,False,False,True,False,False,"The messages cynically frame the interaction as profit-seeking and dismiss trust altogether ('there was never any trust just profit margins'), which signals enjoyment or smugness about deception rather than remorse, apology, or neutral strategy.","{""categories"": [""duping_delight""], ""reasoning"": ""The messages cynically frame the interaction as profit-seeking and dismiss trust altogether ('there was never any trust just profit margins'), which signals enjoyment or smugness about deception rather than remorse, apology, or neutral strategy.""}","[""Welcome to the stock market"", ""there was never any trust just profit margins""]"
r5dj4yfl,supergame5,3,4,P,25.0,True,False,False,False,False,False,False,True,False,False,"The player actually contributed 25, so the promises to give 25 were truthful and do not count as false_promise. The message 'I'm not loyal but im honest haha' contains amused, playful language ('haha') while referencing deceptive/disloyal framing, which fits duping_delight. No other categories clearly apply.","{""categories"": [""duping_delight""], ""reasoning"": ""The player actually contributed 25, so the promises to give 25 were truthful and do not count as false_promise. The message 'I'm not loyal but im honest haha' contains amused, playful language ('haha') while referencing deceptive/disloyal framing, which fits duping_delight. No other categories clearly apply.""}","[""ok im on the 25 train now"", ""I'm not loyal but im honest haha"", ""25""]"
r5dj4yfl,supergame5,4,4,P,25.0,True,False,False,False,False,False,False,False,False,True,"The messages are simple encouragement and repeated statements of contributing 25, and the player actually did contribute 25/25, so there is no deception, guilt, manipulation, or deflection evident.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages are simple encouragement and repeated statements of contributing 25, and the player actually did contribute 25/25, so there is no deception, guilt, manipulation, or deflection evident.""}","[""run it back"", ""lets go"", ""25"", ""25"", ""25"", ""25"", ""yay""]"
r5dj4yfl,supergame5,5,4,P,25.0,True,False,False,False,False,False,True,False,False,False,"The messages encourage repeated full-group cooperation using collective framing ('keep adding', 'ok 25s again', 'yes'). There is no apology, blame, justification, frustration, or clear deceptive promise here, and the actual contribution matched 25.","{""categories"": [""deflection_collective""], ""reasoning"": ""The messages encourage repeated full-group cooperation using collective framing ('keep adding', 'ok 25s again', 'yes'). There is no apology, blame, justification, frustration, or clear deceptive promise here, and the actual contribution matched 25.""}","[""give me 10 more rounds"", ""make that bag"", ""keep adding "", ""$4"", ""$4"", ""$4"", ""ok 25s again"", ""yes""]"
sylq2syi,supergame1,3,3,G,25.0,False,False,False,False,False,False,False,False,False,True,"The message 'who did it' questions who defected, but since the player actually contributed 25/25, it is not hypocritical blame-shifting or performative frustration. There is no deception, manipulation, guilt, or justification in the message.","{""categories"": [""no_guilt""], ""reasoning"": ""The message 'who did it' questions who defected, but since the player actually contributed 25/25, it is not hypocritical blame-shifting or performative frustration. There is no deception, manipulation, guilt, or justification in the message.""}","[""who did it""]"
sylq2syi,supergame1,3,4,R,25.0,False,,,,,,,,,,,,
sylq2syi,supergame4,4,1,C,0.0,True,False,True,True,False,False,False,False,False,False,"""same"" indicates agreement with a prior contribution promise despite contributing 0, making it a false_promise. ""yall who didn't put in"" accuses/question others about defection while the speaker also contributed nothing, which is blame_shifting.","{""categories"": [""false_promise"", ""blame_shifting""], ""reasoning"": ""\""same\"" indicates agreement with a prior contribution promise despite contributing 0, making it a false_promise. \""yall who didn't put in\"" accuses/question others about defection while the speaker also contributed nothing, which is blame_shifting.""}","[""yall who didn't put in"", ""same""]"
sylq2syi,supergame4,5,1,C,0.0,False,False,False,False,False,False,False,False,True,False,"The message 'seriously' expresses frustration/exasperation, and because the player actually contributed 0, this fits acting upset while also defecting.","{""categories"": [""performative_frustration""], ""reasoning"": ""The message 'seriously' expresses frustration/exasperation, and because the player actually contributed 0, this fits acting upset while also defecting.""}","[""seriously""]"
sylq2syi,supergame4,6,1,C,0.0,False,False,True,False,False,False,True,False,False,False,"The player endorses a group plan to contribute fully: 'if we all put in 25' and 'same' indicates agreement, but they actually contributed 0, so this is a false_promise. The repeated 'we all' framing shifts focus to collective action rather than their own choice, fitting deflection_collective.","{""categories"": [""false_promise"", ""deflection_collective""], ""reasoning"": ""The player endorses a group plan to contribute fully: 'if we all put in 25' and 'same' indicates agreement, but they actually contributed 0, so this is a false_promise. The repeated 'we all' framing shifts focus to collective action rather than their own choice, fitting deflection_collective.""}","[""ok i feel like we need to reset"", ""like if we all put in 25"", ""same""]"
sylq2syi,supergame4,7,1,C,0.0,False,False,False,False,False,False,False,False,True,False,"""omg im done"" expresses exasperation/frustration while the player themselves contributed 0, fitting performative frustration. ""huh"" adds no new category. There is no explicit promise in these messages themselves, and no apology, justification, blame, or manipulation.","{""categories"": [""performative_frustration""], ""reasoning"": ""\""omg im done\"" expresses exasperation/frustration while the player themselves contributed 0, fitting performative frustration. \""huh\"" adds no new category. There is no explicit promise in these messages themselves, and no apology, justification, blame, or manipulation.""}","[""omg im done"", ""huh""]"
iiu3xixz,supergame1,3,1,E,21.0,False,False,False,False,False,False,False,False,False,True,"The messages are neutral and do not contain any promise about contributing, apology, blame, manipulation, justification, collective deflection, or signs of amused deception. 'Do the tokens reset each round?' is a rules question, and 'ooo' is noninformative.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages are neutral and do not contain any promise about contributing, apology, blame, manipulation, justification, collective deflection, or signs of amused deception. 'Do the tokens reset each round?' is a rules question, and 'ooo' is noninformative.""}","[""Do the tokens reset each round?"", ""ooo""]"
iiu3xixz,supergame1,3,3,L,10.0,True,False,True,False,False,False,False,False,False,False,"The player stated they would contribute 25, but actually contributed only 10, which is a direct false promise.","{""categories"": [""false_promise""], ""reasoning"": ""The player stated they would contribute 25, but actually contributed only 10, which is a direct false promise.""}","[""25""]"
iiu3xixz,supergame2,3,1,A,25.0,True,False,False,False,False,False,False,False,False,True,"The messages are neutral/positive ('cool', ':)') and do not contain any apology, false statement, blame, manipulation, justification, collective deflection, or signs of delight in deception.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages are neutral/positive ('cool', ':)') and do not contain any apology, false statement, blame, manipulation, justification, collective deflection, or signs of delight in deception.""}","[""cool"", "":)""]"
iiu3xixz,supergame2,3,1,L,1.0,True,False,True,False,False,False,False,False,False,False,"""all in"" is a clear promise to contribute fully, and ""sounds great"" affirms the cooperative plan. Since the player actually contributed only 1/25, this indicates a false promise.","{""categories"": [""false_promise""], ""reasoning"": ""\""all in\"" is a clear promise to contribute fully, and \""sounds great\"" affirms the cooperative plan. Since the player actually contributed only 1/25, this indicates a false promise.""}","[""all in"", ""sounds great""]"
iiu3xixz,supergame2,4,1,A,5.0,False,False,False,True,False,False,False,True,True,False,"The player is defecting while mocking or criticizing others: 'i see how it is' and 'boooo' signal performative upset, and 'lol you expect us to trust you?' shifts suspicion onto others despite their own low contribution. The 'lol' adds a mocking/amused tone consistent with duping_delight.","{""categories"": [""blame_shifting"", ""duping_delight"", ""performative_frustration""], ""reasoning"": ""The player is defecting while mocking or criticizing others: 'i see how it is' and 'boooo' signal performative upset, and 'lol you expect us to trust you?' shifts suspicion onto others despite their own low contribution. The 'lol' adds a mocking/amused tone consistent with duping_delight.""}","[""i see how it is"", ""boooo"", ""lol you expect us to trust you?""]"
iiu3xixz,supergame2,4,1,L,7.0,True,False,True,False,False,False,False,False,False,False,"""all in this time"" is a clear promise to contribute the full amount, and ""yes"" reinforces agreement. Since the player actually contributed only 7/25, this is a false promise.","{""categories"": [""false_promise""], ""reasoning"": ""\""all in this time\"" is a clear promise to contribute the full amount, and \""yes\"" reinforces agreement. Since the player actually contributed only 7/25, this is a false promise.""}","[""all in this time"", ""yes""]"
iiu3xixz,supergame3,3,2,L,25.0,True,True,False,False,False,True,True,False,False,False,"""my bad"" suggests apology/remorse, while ""i forgot to press 5"" is an excuse/rationalization. ""do it again,"" ""yeah i agree,"" and ""lets do it"" use group-oriented coordination language. No false_promise applies because the player actually contributed 25/25.","{""categories"": [""genuine_guilt"", ""self_justification"", ""deflection_collective""], ""reasoning"": ""\""my bad\"" suggests apology/remorse, while \""i forgot to press 5\"" is an excuse/rationalization. \""do it again,\"" \""yeah i agree,\"" and \""lets do it\"" use group-oriented coordination language. No false_promise applies because the player actually contributed 25/25.""}","[""i forgot to press 5"", ""do it again"", ""my bad"", ""yeah i agree"", ""lets do it""]"
iiu3xixz,supergame4,4,3,L,1.0,False,False,False,False,False,False,False,False,False,True,"The messages are vague and do not contain any clear promise, apology, blame, manipulation, justification, collective framing, delight in deception, or performative frustration. 'great again?' and '?' are too ambiguous to infer deceptive chat content.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages are vague and do not contain any clear promise, apology, blame, manipulation, justification, collective framing, delight in deception, or performative frustration. 'great again?' and '?' are too ambiguous to infer deceptive chat content.""}","[""great again?"", ""?""]"
iiu3xixz,supergame4,5,3,L,0.0,True,False,True,False,True,False,False,False,False,False,"The player proposes and endorses contribution levels ('how about 15', 'can we do 15', '10', 'thats reasonable') while actually contributing 0, so they are signaling willingness to contribute some positive amount they did not make. The repeated suggestions also attempt to steer the group's behavior toward a coordinated contribution level.","{""categories"": [""false_promise"", ""manipulation""], ""reasoning"": ""The player proposes and endorses contribution levels ('how about 15', 'can we do 15', '10', 'thats reasonable') while actually contributing 0, so they are signaling willingness to contribute some positive amount they did not make. The repeated suggestions also attempt to steer the group's behavior toward a coordinated contribution level.""}","[""how about 15"", ""can we do 15"", ""10"", ""thats reasonable""]"
iiu3xixz,supergame4,6,3,L,0.0,True,False,True,False,True,False,True,False,False,False,"The player stated a contribution amount ('15') but actually gave 0, which is a false_promise. They also tried to direct others' behavior ('we gotta add something to the pot'), which is manipulation. Their wording emphasizes group-oriented framing ('we', 'for everyone'), diffusing individual responsibility and fitting deflection_collective.","{""categories"": [""false_promise"", ""manipulation"", ""deflection_collective""], ""reasoning"": ""The player stated a contribution amount ('15') but actually gave 0, which is a false_promise. They also tried to direct others' behavior ('we gotta add something to the pot'), which is manipulation. Their wording emphasizes group-oriented framing ('we', 'for everyone'), diffusing individual responsibility and fitting deflection_collective.""}","[""alright we gotta add something to the pot"", ""15"", ""thats better for everyone""]"
